hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Sonder,1.0,4.0,,"['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Complimentary instant cofffee', 'Concierge', 'Non-smoking hotel', 'Private check-in / check-out', 'Air conditioning', 'Clothes rack', 'Iron', 'Private bathrooms', 'Cable / satellite TV', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer', 'Non-smoking rooms']","['English', 'French']",[],,,146.0,24.0,100.0,"254 Edgware Road, London W2 1DS England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5192195,-0.16860884025821332
Tower Hill Nice Rooms,1.0,9.0,534.0,"['Free High Speed Internet (WiFi)', 'Laundry service', 'Washing machine', 'Desk', 'Iron', 'Wake-up service / alarm clock', 'Microwave', 'Refrigerator', 'Kitchenware', 'Complimentary toiletries']",['English'],[],,,104.0,20.0,100.0,"Flat 8 Batson House Fairclough Street, London E1 1RY England","['Location', 'Cleanliness', 'Service']",London,{},[],,
Kensington Hotel Apartments,1.5,8.0,533.0,[],['None'],[],,,105.0,8.0,100.0,"8 Knaresborough Place, London SW5 0TG England","['Location', 'Service', 'Value']",London,{},[],51.49410395,-0.1908135065292124
Kensingtoncourt Aparthotel,1.0,5.0,,[],['None'],[],,,112.0,28.0,100.0,"58 Kensington Court, London W8 5DG England","['Cleanliness', 'Service']",London,{},[],51.5017618,-0.18750691157368785
ABC Bed & Breakfast,1.5,7.0,,"['Non-smoking hotel', 'Shared kitchen', '24-hour front desk', 'Desk', 'Housekeeping', 'Clothes rack', 'Flatscreen TV', 'Bath / shower']",['None'],[],,,84.0,7.0,87.0,"90A Turnham Green Terrace, London W4 1QN England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.4940213,-0.2552976
Citygate Tower Bridge,1.0,7.0,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel', 'Shops', 'Express check-in / check-out', 'Clothes dryer', 'Washing machine', 'Seating area', 'Sofa', 'Iron', 'Coffee / tea maker', 'Kitchenette', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Dishwasher', 'Microwave', 'Refrigerator', 'Family rooms']","['English', 'Russian', 'German', 'Latvian']",[],,,335.0,67.0,100.0,"St. Johns House 50 Vine Street St. Johns House, London EC3N 2PU England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Cambridge Guesthouse,1.0,7.0,,"['Free High Speed Internet (WiFi)', 'Family rooms']",['English'],[],,,21.0,4.0,80.0,"71 Cambridge Road, London NW6 5AG England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5331258,-0.1940342901904505
The Private Apartments - The Strand - Covent Garden,1.5,7.0,,"['Clothes dryer', 'Washing machine', 'Additional bathroom', 'Seating area', 'Sofa', 'Clothes rack', 'Coffee / tea maker', 'Kitchenette', 'Bath / shower', 'Complimentary toiletries', 'Iron', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenware', 'Hair dryer']","['French', 'Russian', 'Spanish', 'Italian']",[],,,176.0,77.0,100.0,"217 The Strand, London WC2R 1HH England","['Cleanliness', 'Service']",London,{},[],51.5114062,-0.11902889999999999
914 Rooms,1.5,7.0,,[],['None'],[],,,113.0,6.0,60.0,"66 Valnay Street Wandsworth, London SW17 8PT England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.426129700000004,-0.1655811
Farringdon Superior Apartments,1.0,5.0,,[],['None'],[],,,275.0,122.0,100.0,"Flat 1 2 Benjamin Street, London EC1M 5QL England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Daisy Hotel,1.0,3.0,523.0,[],['None'],[],3228.0,Booking.com,127.0,21.0,100.0,"23 Swinton Street, London WC1X 9NL England",[],London,{},[],51.529366700000004,-0.115928
London City Apartments,1.0,4.0,,[],['None'],[],,,264.0,73.0,100.0,"26A Parkway First Floor, London NW1 7AH England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Deluxe Central London Apartment,1.0,3.0,,[],['None'],[],,,71.0,7.0,85.0,"Heygate Street, London SE17 1UP England","['Cleanliness', 'Service', 'Value']",London,{},[],,
Shepherd's Bush Flats,1.0,3.0,,[],['None'],[],3975.0,Booking.com,20.0,4.0,62.0,"57 St. Elmo Road, London W12 9EA England",[],London,{},[],51.5044763,-0.24575450000000001
London Apartments Holborn,1.0,3.0,,[],['None'],[],,,258.0,48.0,100.0,"Red Lion Street, London WC1R 4QH England",[],London,{},[],51.5201151,-0.118458
Maddox Street,1.0,3.0,,[],['None'],[],55277.0,Agoda.com,614.0,223.0,100.0,"10 Maddox Street, London W1S 1PF England","['Location', 'Service', 'Value']",London,{},[],51.5135007,-0.1417203
Urban Chic,1.0,3.0,511.0,[],['None'],[],,,355.0,80.0,100.0,"Accurist House, 38-52 Baker Street, London W1U 7AL England","['Cleanliness', 'Service', 'Value']",London,{},[],,
Vallance Road House,1.5,9.0,,"['Free High Speed Internet (WiFi)', 'Ironing service', 'Soundproof rooms', 'Clothes rack', 'Iron', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']",['English'],[],,,101.0,14.0,98.0,"51 Vallance Road, London E1 5AB England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.519971399999996,-0.0635695
Central London Apartment,1.5,4.0,509.0,[],['None'],[],,,162.0,31.0,100.0,"76 Edgware Road Westminster Borough, London W2 2EG England","['Location', 'Cleanliness', 'Service']",London,{},[],,
Pure CityStay Bankside,1.0,5.0,,"['Free High Speed Internet (WiFi)', 'Wifi']",['None'],[],,,162.0,41.0,100.0,"51 Ewer Street, London SE1 0NR England","['Cleanliness', 'Service']",London,{},[],51.50453215,-0.09855838071932982
Arments Court B&B,,,,[],['None'],[],,,28.0,2.0,62.0,"Flat 44 Arments Court 392 Albany Road, London SE5 0DF England",[],London,{},[],,
Johnson House,1.0,4.0,,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Shared bathroom', 'Shared kitchen', 'Private check-in / check-out', 'Seating area', 'Clothes rack', 'Iron', 'Wake-up service / alarm clock', 'Kitchenette', 'Microwave', 'Flatscreen TV', 'Complimentary toiletries', 'Refrigerator', 'Hair dryer']","['English', 'Romanian']",[],,,243.0,99.0,100.0,"Flat 32 Johnson House Roberta Street, London E2 6AN England","['Service', 'Value']",London,{},[],,
Saint Paul's Place,1.0,3.0,,[],['None'],[],,,316.0,69.0,100.0,"Mansion House Station Cannon Street, London EC4N 6JD England","['Location', 'Service', 'Value']",London,{},[],51.5126558,-0.0948153
Cupcake Apartment,1.0,3.0,503.0,[],['None'],[],,,89.0,22.0,100.0,"Frederick Street, London WC1X 0NG England",[],London,{},[],51.528256299999995,-0.1162274
Donatello Rooms Tower Bridge,1.0,3.0,,[],['None'],[],,,31.0,6.0,94.0,"12 Welland Mews, London E1W 2JW England","['Location', 'Service']",London,{},[],51.5063411,-0.0637123
Leinster Garden Studios,2.0,9.0,,"['Kitchenette', 'Microwave', 'Refrigerator', 'Bath / shower', 'Hair dryer']","['English', 'Dutch']",[],,,156.0,17.0,100.0,"12 Leinster Gardens, Westminster, London W2 6DR England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5143624,-0.1837186029126201
Park Lane Apartments Crawford place,1.5,3.0,,[],['None'],[],,,174.0,24.0,100.0,"15 Crawford Place, London W1H 4LG England","['Location', 'Service', 'Value']",London,{},[],51.51835645,-0.16602149507781772
London Greenwich Stay,2.0,8.0,501.0,[],['None'],[],4993.0,Agoda.com,53.0,7.0,73.0,"10 Woolwich New Road, London SE18 6AB England","['Cleanliness', 'Service', 'Value']",London,{},[],51.490243400000004,0.0685877
Irwin Apartments at Notting Hill,1.0,3.0,,[],['None'],[],,,148.0,37.0,100.0,"202 Westbourne Park Road, London W11 1EP England",['Service'],London,{},[],51.517830700000005,-0.2020752
Belvedere Kings Cross Apartments,2.0,9.0,,"['Washing machine', 'Seating area', 'Sofa', 'Clothes rack', 'Iron', 'Kitchenette', 'Microwave', 'Flatscreen TV', 'Bath / shower', 'Wake-up service / alarm clock', 'Refrigerator', 'Kitchenware', 'Complimentary toiletries', 'Hair dryer']","['English', 'French', 'Spanish', 'Bulgarian']",[],,,65.0,4.0,71.0,"137 King's Cross Road Camden, London WC1X 9BJ England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5306369,-0.11843139999999998
Dsf,1.0,3.0,,[],['None'],[],,,20.0,1.0,77.0,"10 Capstan Square, London E14 3EU England","['Service', 'Value']",London,{},[],51.498635799999995,-0.0077684
54 Gelette Guest House,1.5,7.0,495.0,"['Free High Speed Internet (WiFi)', 'Shared kitchen']",['English'],[],,,67.0,10.0,54.0,"54 Gillett Avenue, London E6 3AW England","['Cleanliness', 'Service']",London,{},[],51.531925,0.048390300000000004
Greenwich Stay,1.0,2.0,494.0,[],['None'],[],6057.0,Booking.com,63.0,5.0,67.0,"Flat 2 201 Woolwich Road, London SE10 0RJ England","['Location', 'Service', 'Value']",London,{},[],,
Austin David Apartments ExCeL,1.0,2.0,,[],['None'],[],,,19.0,4.0,85.0,"The Oxygen 18 Western Gateway, London E16 1BL England",['Service'],London,{},[],,
Ryam Suites,1.0,2.0,493.0,[],['None'],[],8765.0,Agoda.com,65.0,5.0,99.0,"230 Commercial Road, Tower Hamlets, London E1 2NB England",[],London,{},[],51.51443785,-0.058483880029753986
The White Hart Hotel,1.0,4.0,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Restaurant', 'Non-smoking hotel']",['None'],[],,,83.0,8.0,60.0,"184 New Cross Road, London SE14 5AA England","['Cleanliness', 'Service', 'Value']",London,{},[],51.47444975,-0.046535482457046966
Lambeth Guesthouse,1.5,6.0,487.0,[],['None'],[],,,125.0,26.0,100.0,"3 Burdett Street Lambeth, London SE1 7RB England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.498805100000006,-0.10999500000000001
The City Suites,1.0,6.0,,[],['None'],[],,,59.0,5.0,92.0,"Block A 1 Indescon Square, London E14 9DQ England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
London City Gate - Kings Cross - St Pancras,1.0,2.0,,[],['None'],[],4888.0,Booking.com,139.0,31.0,100.0,"Swinton Street, London WC1X 9NL England","['Cleanliness', 'Service', 'Value']",London,{},[],51.529366700000004,-0.115928
Welland House,2.0,6.0,,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Seating area', 'Iron', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']",['English'],[],,,95.0,26.0,100.0,"Clipr Apt, London SE10 9DT England","['Location', 'Service']",London,{},[],,
House 519,1.5,3.0,,[],['None'],[],,,34.0,7.0,72.0,"519 Commercial Road, London E1 0HQ England","['Location', 'Service', 'Value']",London,{},[],51.513523799999994,-0.04705060936007637
Apartment Wharf - Canary Wharf Rooms,1.0,2.0,,[],['None'],[],,,76.0,12.0,71.0,"17 Undine Road, London E14 9UW England","['Location', 'Service', 'Value']",London,{},[],51.49191939999999,-0.015379499999999999
Wimbledon Rooms,1.0,3.0,,[],['None'],[],,,76.0,5.0,70.0,"73 Griffiths Road, London SW19 1ST England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.4184441,-0.19628829999999997
Homely - Central London Luxury Apartments Camden,1.5,3.0,999.0,[],['None'],[],,,149.0,32.0,100.0,"1A Castle Road, London NW1 8PR England",['Service'],London,{},[],51.54506290000001,-0.14194704083041626
City Budget Guesthouse,1.0,2.0,997.0,[],['None'],[],3410.0,Booking.com,128.0,19.0,100.0,"Fordham Street, London E1 1HS England",[],London,{},[],51.5159881,-0.0632804
Cosy Rooms Sidney Square,2.0,6.0,988.0,[],['None'],[],,,69.0,9.0,87.0,"2 Sidney Square, London E1 2EY England","['Location', 'Cleanliness', 'Service']",London,{},[],51.5167364,-0.05535311068887655
Golden by Saba,1.0,2.0,473.0,[],['None'],[],,,84.0,9.0,89.0,"45 Shepherds Bush Road, London W6 7LU England",[],London,{},[],51.501149700000006,-0.2219696
OYO Home Canary Wharf Residences,1.0,2.0,986.0,"['Room service', 'Kitchenette']",['None'],[],,,46.0,14.0,66.0,"1 Marsh Wall, Isle of Dogs, London E14 9FJ England","['Location', 'Service', 'Value']",London,{},[],51.4999989,-0.014719899999999998
Excel Waterfront Apartments,1.0,2.0,985.0,[],['None'],[],,,20.0,2.0,85.0,"Flat 112 Western Beach Apartments 36 Hanover Avenue, London E16 1DZ England","['Location', 'Service']",London,{},[],,
"Lanterns Court, Canary Wharf Serviced Apartments",2.0,8.0,983.0,[],['None'],[],,,54.0,4.0,89.0,"48 Lanterns Way Docklands area, London E14 9JP England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
OYO Home Shoreditch Executive Deluxe 3 Bedroom,1.0,2.0,,[],['None'],[],,,17.0,2.0,42.0,"Old Shoe Court 33 Old Nichol Street, London E2 7HR England","['Cleanliness', 'Service']",London,{},[],,
Corner House Guesthouse,1.0,2.0,972.0,[],['None'],[],,,172.0,32.0,100.0,"3 Burdett St., London SE1 7RB England","['Cleanliness', 'Service']",London,{},[],51.498805100000006,-0.10999500000000001
Modern Rooms In Central London,1.0,2.0,970.0,[],['None'],[],,,46.0,6.0,81.0,"Kleine Wharf 14 Orsman Road, London N1 5QL England","['Cleanliness', 'Service']",London,{},[],51.53652595,-0.07965184839103719
Tulip Serviced Apartments,1.5,6.0,969.0,[],['None'],[],,,81.0,11.0,67.0,"Leyton 24 Leslie Road, London E11 4HG England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Acorn  Apartments,1.0,2.0,971.0,[],['None'],[],,,281.0,61.0,100.0,"51 Gower Street, London WC1E 6HJ England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5224088,-0.1325615
Stylish Apartment In Victoria,1.0,2.0,968.0,[],['None'],[],,,96.0,16.0,96.0,"79 Saint George's Drive, London SW1V 4DB England","['Cleanliness', 'Service', 'Value']",London,{},[],,
Mora Apartments,1.0,2.0,967.0,[],['None'],[],,,58.0,4.0,39.0,"Mora Road, London NW2 6TG England","['Location', 'Service']",London,{},[],51.558494,-0.2222155
OYO Flagship 30380 Woodville,1.5,3.0,,[],['None'],[],,,55.0,10.0,92.0,"9 Woodville Road, London W5 2SE England","['Location', 'Cleanliness', 'Service']",London,{},[],51.4011929,-0.2011412000000033
Blue Skies Hostel,2.5,9.0,953.0,[],['None'],[],,,48.0,4.0,55.0,"7 Station Rise, London SE27 9BW England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.44014935,-0.10532870842407943
Kendal Street,1.0,2.0,952.0,[],['None'],[],,,148.0,36.0,100.0,"55 Kendal Street, London W2 2BP England","['Cleanliness', 'Service', 'Value']",London,{},[],51.5153017,-0.16486844019461416
70 Hockley Avenue,1.5,3.0,465.0,[],['None'],[],,,67.0,10.0,53.0,"70 Hockley Avenue Eastham, London E6 3AN England","['Location', 'Service', 'Value']",London,{},[],,
Waddon Rooms,2.0,5.0,949.0,[],['None'],[],,,91.0,26.0,57.0,"99 Waddon Road, London CR0 4JH England","['Location', 'Service', 'Value']",London,{},[],51.3717863,-0.1122802
Apartment next to Victoria Station,2.0,4.0,947.0,['Children Activities (Kid / Family Friendly)'],['None'],[],16099.0,Hotels.com,213.0,27.0,100.0,"Royal Belgrave House Hugh Street Apartment 28, Royal Belgrave House, Westminster Borough, London SW1V 1RR England","['Location', 'Service', 'Value']",London,{},[],,
The Residence Stepney,1.5,3.0,935.0,"['Free parking', 'Secured parking', 'Free High Speed Internet (WiFi)', 'Shuttle bus service', 'Car hire', 'Non-smoking hotel', 'Shared kitchen', 'Housekeeping', 'Room service', 'Bottled water', 'Family rooms']",['None'],[],,,60.0,9.0,89.0,"7A Assembly Passage, London E1 4UT England","['Location', 'Service', 'Value']",London,{},[],51.5205841,-0.0516174
Valet Apartments Chelsea,2.0,4.0,936.0,[],['None'],[],,,55.0,20.0,88.0,"6 Milman's Street, London SW10 0BU England","['Location', 'Service']",London,{},[],,
The B Suites London Apartments,1.5,6.0,929.0,[],['None'],[],,,62.0,3.0,91.0,"Block A Millharbour Road 35 Indescon Square Canary Wharf, London E14 9DR England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Paddington Rooms,1.5,3.0,464.0,[],['None'],[],6546.0,ZenHotels.com,169.0,21.0,100.0,"Sale Place Paddington, London W2 1PX England","['Location', 'Service']",London,{},[],51.5178912,-0.1696188
Speakman Rooms,1.5,3.0,928.0,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Shared bathroom', 'Clothes rack', 'Iron', 'Family rooms']",['English'],[],,,159.0,49.0,100.0,"Speakman House Gibraltar Walk, London E2 7EW England",['Service'],London,{},[],51.52614045,-0.07014086851567766
Argyle Apart Hotel,2.0,3.0,927.0,"['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Non-smoking hotel', 'Washing machine', 'Soundproof rooms', 'Air conditioning', 'Desk', 'Housekeeping', 'Safe', 'Kitchenette', 'Cable / satellite TV', 'Bath / shower', 'Wardrobe / wardrobe', 'Bottled water', 'Iron', 'Private bathrooms', 'Tile / marble floor', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']",['None'],[],8449.0,Hotels.com,26.0,7.0,80.0,"105A Argyle Mansions Seven Sisters Road 105A Seven Sisters Road, London N7 7QS England",[],London,{},[],,
SO West,2.0,8.0,926.0,[],['None'],[],,,93.0,12.0,92.0,"1 Westwick Gardens, London W14 0BU England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.501793,-0.2199761
Keysan House-2,1.5,2.0,913.0,[],['None'],[],,,293.0,34.0,82.0,"140 Goldhawk Road, London W12 8HH England","['Location', 'Value']",London,{},[],51.5017219,-0.2312277931155849
Greyhound Residences by Allo Maisons,2.0,4.0,925.0,[],['None'],[],,,28.0,3.0,80.0,"75 Greyhound Road, London W6 8NJ England",['Service'],London,{},[],51.4854496,-0.21695509999999998
Donatello Rooms Aldgate,2.0,4.0,459.0,['Children Activities (Kid / Family Friendly)'],['None'],[],,,62.0,5.0,98.0,"Buross St., London E1 2NB England","['Location', 'Service', 'Value']",London,{},[],51.514556899999995,-0.058357000000000006
Destination-2 Three,,,,[],['None'],[],,,169.0,40.0,91.0,"23 Bevenden Street, London N1 6BH England",[],London,{},[],51.52969279999999,-0.0851734
Messina Studios,2.0,3.0,912.0,[],['None'],[],5942.0,Booking.com,78.0,6.0,82.0,"89 Messina Avenue, London NW6 4LG England","['Cleanliness', 'Service']",London,{},[],51.5429875,-0.193158
Mondrian Apartments,1.0,1.0,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Room service', 'Kitchenette', 'Flatscreen TV', 'Suites']",['None'],[],,,66.0,2.0,89.0,"Argyle Court 105 Seven Sisters Road 105a Seven Sisters Road, London N7 7QR England",[],London,{},[],,
London Central Apartments,1.0,1.0,907.0,[],['None'],[],,,193.0,39.0,100.0,"Bilton Towers Great Cumberland Place, London W1H 7LD England",[],London,{},[],51.5147925,-0.15995225737248694
Fairholme Studios,1.0,1.0,908.0,[],['None'],[],6805.0,Booking.com,50.0,5.0,87.0,"20 Fairholme Road, London W14 9JX England",[],London,{},[],51.4884868,-0.2074610159749573
Shoreditch Sanctuary,1.0,1.0,909.0,[],['None'],[],7062.0,Booking.com,282.0,87.0,100.0,"Stonor House 4 Turville Street, London E2 7HX England",['Service'],London,{},[],,
Cumberland Apartments,1.0,1.0,889.0,[],['None'],[],,,199.0,40.0,100.0,"Cumberland Court Great Cumberland Place, London W1H 7DP England",[],London,{},[],51.5140743,-0.1594742
Rosalind House,1.0,1.0,888.0,[],['None'],[],16497.0,Hotels.com,,,,,[],London,{},[],44.933143,7.540121000000001
Brompton House,1.0,1.0,887.0,[],['None'],[],,,72.0,8.0,96.0,"13 Seagrave Road, London SW6 1RP England",[],London,{},[],51.48628142628504,-0.19673630772752226
Kensington And Chelsea Apartment,1.0,1.0,885.0,[],['None'],[],6533.0,Agoda.com,,,,,[],London,{},[],44.933143,7.540121000000001
Holborn One Apartments,1.0,1.0,878.0,[],['None'],[],,,247.0,46.0,100.0,"2-6 Emerald Street, London WC1N 3QA England",[],London,{},[],51.5210656,-0.11731400000000002
Mansion House Premium Apartments,1.0,1.0,877.0,[],['None'],[],83673.0,Booking.com,18.0,5.0,90.0,"Bridge House Quay Tower Hamlets, London E14 9QW England",['Service'],London,{},[],51.5041625,-0.008315799999999998
