hotel_name,rating,review_count,hotel_rank,amenities,languages,hotel_class,price,best_price_source,restraunts_nearby,attractions_nearby,good_for_walkers_out_of_100,lat_long_link,best_features_as_per_reviews,city,cuisines,restaurant_names,lat,lon
Guesthouse Third Avenue,,,,[],['None'],[],,,166.0,13.0,72.0,"Third Avenue 63, London W10 4RT England",[],London,{},[],51.527667,-0.20765170000000002
Bethnal Green Beds To Stay,,,,[],['None'],[],,,36.0,9.0,75.0,"123 Roman Road, London E2 0QN England",[],London,{},[],51.52878,-0.0488485
Rainsford Mews By Lime Street,,,,[],['None'],[],,,176.0,21.0,100.0,"Rainsford Street, London W2 1PY England",[],London,{},[],51.5175675,-0.169481
Hamlet Gardens by Q Apartments,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
St George's Hotel,,,,[],['None'],[],7560.0,Trip.com,83.0,17.0,93.0,"107 & 115 St. George's Drive, London SW1V 4DA England",[],London,{},[],51.4889564,-0.1398667
Pure CityStay Highbury,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Desk', 'Iron', 'Kitchenette', 'Microwave', 'Refrigerator', 'Complimentary toiletries']","['English', 'Croatian', 'German', 'Italian']",[],,,68.0,9.0,96.0,"201 Isledon Road, London N7 7JR England",[],London,{},[],51.5619956,-0.1081106
Wimbledon R2,,,,"['Shared bathroom', 'Shared kitchen', 'Clothes dryer', 'Washing machine', 'Room service', 'Iron', 'Dishwasher', 'Microwave', 'Refrigerator', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']",['None'],[],,,126.0,8.0,70.0,"Flat 3 Quadrangle Lodge 40 Queens Road, London SW19 8LJ England",[],London,{},[],,
Bluebell Apartments,,,,[],['None'],[],,,36.0,3.0,46.0,"79 Christchurch Road, London SW2 3DH England",[],London,{},[],51.4407244,-0.1110685
D'Arblay Studio's Soho,,,,[],['None'],[],11602.0,Booking.com,1044.0,274.0,100.0,"30 D'Arblay Street, London W1F 8ER England",[],London,{},[],51.5146729,-0.13561070000000003
Essentials Hotel,,,,[],['None'],[],,,137.0,24.0,69.0,"33 Bywater Place, London SE16 5ND England",[],London,{},[],51.505659,-0.03677419999999999
Hoxton Studios,,,,[],['None'],[],,,129.0,28.0,97.0,"Ground Floor 124 Hoxton Street, London N1 6SH England",[],London,{},[],,
Ensuite Studios In Kings Cross,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Tower Bridge Rooms,,,,[],['None'],[],,,28.0,10.0,83.0,"Tranton Road, London SE16 4SE England",[],London,{},[],51.496896500000005,-0.0648308
3 Beds Town House Near Kings Cross By City Stay London,,,,[],['None'],[],,,,,,"Goldington ST, London NW1 1UE England",[],London,{},[],51.5346203,-0.1317805
Private Room In Dollis Hill,,,,[],['None'],[],,,53.0,7.0,47.0,"66 Hamilton Road, London NW10 1NG England",[],London,{},[],51.5537184,-0.2380109
Beresford Road London Rooms,,,,[],['None'],[],12748.0,Booking.com,44.0,3.0,84.0,"63D Beresford Road, London N5 2HR England",[],London,{},[],51.5999753,-0.0139006
Modern Ensuite Rooms in Tottenham Hale (Student Accommodation),,,,[],['None'],[],,,56.0,4.0,47.0,"Emily Bowes Court Lebus Street, London N17 9FD England",[],London,{},[],,
Modern Bright & Airy Guesthouse in North London,,,,[],['None'],[],,,27.0,5.0,39.0,"147 Saint Mary's Road, London N9 8NR England",[],London,{},[],,
Attmar B&B,,,,[],['None'],[],,,81.0,4.0,54.0,"40 Felday Road, London SE13 7HJ England",[],London,{},[],51.4507365,-0.018605200000000002
Stylish Deluxe Double Rooms,,,,[],['None'],[],,,102.0,11.0,71.0,"109 Ashville Road 20 Mins From Central London, London E11 4DS England",[],London,{},[],,
Umbrella Properties London Woolwich,,,,[],['None'],[],3546.0,Booking.com,43.0,10.0,50.0,"First Floor Biddulph House Rideout Street, London SE18 5EU England",[],London,{},[],,
"Valuable, Affordable ,adorable House",,,,[],['None'],[],,,39.0,5.0,44.0,"Chester Road lower Edmonton Green, London N9 8JH England",[],London,{},[],,
Galsworthy Avenue,,,,[],['None'],[],,,14.0,4.0,77.0,"28 Donoghue Cottege, London E14 7SH England",[],London,{},[],,
Regent Canal Apartments,,,,[],['None'],[],,,36.0,7.0,82.0,"683 Commercial Road, London E14 7LF England",[],London,{},[],51.51271535,-0.035733538085928024
Capital Stay London Docklands,,,,[],['None'],[],,,26.0,13.0,59.0,"Booth Road Silvertown, London E16 2FT England",[],London,{},[],51.5012713,0.037016
Canary Rooms,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Camden Town Apartment,,,,[],['None'],[],,,156.0,38.0,100.0,"Grafton Crescent, London NW1 8SL England",[],London,{},[],51.5459264,-0.1446924
Thales Apartment,,,,['Children Activities (Kid / Family Friendly)'],['None'],[],,,17.0,4.0,61.0,"182 Brixton Road, London SW9 6AT England",[],London,{},[],51.47371506413702,-0.11308030009866026
Hillsborough Court Maide Vale,,,,[],['None'],[],,,51.0,4.0,89.0,"Flat 94 Hillsborough Court Mortimer Crescent, London NW6 5NT England",[],London,{},[],,
Brick Lane Flat,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Cosy Lodge,,,,[],['None'],[],,,,,,"100 Hinksey Path, London SE2 9TE England",[],London,{},[],51.495110100000005,0.12274890000000001
Access Maida Vale North,,,,[],['None'],[],,,40.0,4.0,83.0,"2B Kilburn Park Road, London NW6 5UY England",[],London,{},[],51.5342534,-0.1912161
41 Russell Road,,,,[],['None'],[],,,77.0,7.0,73.0,"41 Russell Road, London SW19 1QN England",[],London,{},[],51.62938755,-0.16109303433680455
Valet Apartments Kilburn,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Soho Central Apartments,,,,[],['None'],[],,,1131.0,409.0,100.0,"27 Greek Street, London W1D 5DF England",[],London,{},[],51.5142441,-0.1310014
Fitzrovia by CAPITAL,,,,[],['None'],[],,,386.0,68.0,100.0,"102 Great Titchfield Street, London W1W 6SL England",[],London,{},[],51.5197646,-0.1408700016158585
London Southbank Apartments,,,,[],['None'],[],,,166.0,28.0,100.0,"Blackfriars Road, London SE1 8HA England",[],London,{},[],51.503865000000005,-0.10451600000000001
Haldane Road Apartments,,,,[],['None'],[],,,104.0,5.0,94.0,"56 Haldane Road, London SW6 7EU England",[],London,{},[],51.48238320000001,-0.20308055421585205
Brick Lane Apartments,,,,[],['None'],[],,,314.0,66.0,100.0,"3 Grimsby Street, London E2 6ES England",[],London,{},[],51.5231739,-0.0706705
St Pancras London Apt.,,,,[],['None'],[],,,180.0,51.0,100.0,"Churchway, London NW1 2AT England",[],London,{},[],51.5281187,-0.1298862
City Apartments,,,,[],['None'],[],,,115.0,24.0,100.0,"131 King's Cross Road, London WC1X 9BJ England",[],London,{},[],51.529619,-0.1158308
Copenhagen Court,,,,[],['None'],[],,,23.0,1.0,54.0,"Flat 14 Copenhagen Court Yeoman Street, London SE8 5ER England",[],London,{},[],,
Wembley Rooms,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Shoreditch Rooms,,,,[],['None'],[],,,46.0,6.0,81.0,"Kleine Wharf 14 Orsman Road, London N1 5QL England",[],London,{},[],51.53652595,-0.07965184839103719
International Rooms City London,,,,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Baggage storage', 'Non-smoking hotel', 'Shared kitchen', 'Desk', 'Housekeeping', 'Iron', 'Coffee / tea maker', 'Microwave', 'Flatscreen TV', 'Bath / shower', 'Hair dryer', 'Refrigerator', 'Kitchenware']",['None'],[],,,61.0,12.0,88.0,"45 Mile End Road, London E1 4TT England",[],London,{},[],51.5208004,-0.05314147186648485
Stylish Fitzrovia Studios W1,,,,[],['None'],[],,,380.0,81.0,100.0,"Goodge Street, London, London W1T 1TB England",[],London,{},[],51.519299700000005,-0.1358965
The Broadwalk Hotel,,,,[],['None'],[],,,127.0,4.0,61.0,"142 The Broadway, London W13 0TL England",[],London,{},[],51.5131946,-0.30425640000000004
Bark Place,,,,"['Outdoor dining area', 'Non-smoking hotel', 'Outdoor furniture', '24-hour front desk', 'Washing machine', 'Additional bathroom', 'Desk', 'Dining area', 'Seating area', 'Coffee / tea maker', 'Dishwasher', 'Flatscreen TV', 'Complimentary toiletries', 'Wardrobe / wardrobe', 'Clothes rack', 'Iron', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware', 'Hair dryer']","['English', 'French']",[],,,174.0,22.0,100.0,"26 Bark Place, London W2 4AT England",[],London,{},[],51.511940100000004,-0.18981420000000002
Bright & Superb Room in Brick Lane/Shoreditch,,,,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shared bathroom', 'Desk', 'Iron', 'Wake-up service / alarm clock', 'Coffee / tea maker', 'Microwave', 'Refrigerator', 'Complimentary toiletries']",['None'],[],,,315.0,51.0,100.0,"Flat 58 Chicksand House Chicksand Street, London E1 5LH England",[],London,{},[],,
London Bridge City Apartments,,,,[],['None'],[],,,129.0,45.0,100.0,"Leathermarket Street, London SE1 3FZ England",[],London,{},[],51.500547600000004,-0.08509760000000001
Luxury Apartments In Central London,,,,[],['None'],[],,,108.0,28.0,100.0,"72 Kensington High Street, London W8 4PE England",[],London,{},[],51.5023183,-0.18918379999999999
Park View - Spacious Double 5 Min To Central Line,,,,[],['None'],[],,,56.0,3.0,65.0,"Wanstead 13 Spratt Hall Road, London E11 2RQ England",[],London,{},[],,
Luxton Homes Knightsbridge,,,,[],['None'],[],,,176.0,36.0,100.0,"38 Cadogan Square, London SW1X 0JL England",[],London,{},[],51.49585510000001,-0.16167255851904033
Waterloo Rooms,,,,[],['None'],[],5271.0,Booking.com,169.0,31.0,100.0,"Greet House Frazier Street, London SE1 7BB England",[],London,{},[],,
Beechcroft Guest House,,,,[],['None'],[],,,81.0,2.0,75.0,"7 Beechcroft Avenue, London NW11 8BJ England",[],London,{},[],51.57411389999999,-0.1992216
The Sloane Club Hotel,,,,[],['None'],[],,,81.0,37.0,98.0,"52 Lower Sloane Street, London SW1W 8BP England",[],London,{},[],51.490393,-0.15748736906841365
Palace Wharf,,,,[],['None'],[],,,15.0,2.0,72.0,"Rainville Road, London W6 9UF England",[],London,{},[],51.4828154,-0.22345810000000002
Guest House Finsbury Park,,,,[],['None'],[],,,60.0,12.0,99.0,"95 Blackstock Road, London N4 2JW England",[],London,{},[],51.56245665,-0.10055572998794153
Modern Maisonette Next To Victoria Park,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Massingham Guest House,,,,[],['None'],[],,,41.0,4.0,75.0,"19 Massingham Street, Tower Hamlets Tower Hamlets, London E1 4EP England",[],London,{},[],51.5245674,-0.0469718
North West,,,,[],['None'],[],,,,,,"12 Selsdon Road, London NW2 7NE England",[],London,{},[],51.36234835,-0.09604747552798354
Stay in Kings Cross,,,,"['Free High Speed Internet (WiFi)', 'Wifi', 'Free breakfast']",['None'],[],,,115.0,24.0,100.0,"137 King's Cross Road, London WC1X 9BJ England",[],London,{},[],51.529619,-0.1158308
Beautiful House West London,,,,[],['None'],[],,,28.0,4.0,75.0,"28 Marlborough Road, London W4 4ET England",[],London,{},[],51.60707135,-0.014640999193148409
Somerset Queens Gate Gardens,,,,"['Fitness Centre with Gym / Workout Room', 'Bar / lounge', 'Restaurant', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Laundry service', 'Air conditioning', 'Room service', 'Kitchenette', 'Minibar', 'Non-smoking rooms']",['None'],[],,,86.0,6.0,49.0,"58-66 Cromwell Road, London SW19 8LZ England",[],London,{},[],51.4259184,-0.1944275
Veeve House Spencer Place Islington,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Veeve House Courtnell Street Notting Hill,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Access West Kensington,,,,[],['None'],[],,,59.0,10.0,89.0,"North End Road, Hammersmith, London W14 9ES England",[],London,{},[],51.4903475,-0.20661179999999998
2-3 Bed Duplex Apartment,,,,[],['None'],[],16910.0,Agoda.com,41.0,1.0,42.0,"34A Albert Road, London NW4 2SG England",[],London,{},[],51.58070514285714,-0.020283871428571427
Live Inside Regents Park,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
London Queen's - Marble Arch,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
The Corner Lodge,,,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi']",['None'],[],,,36.0,2.0,64.0,"9 Athenaeum Road, London N20 9AA England",[],London,{},[],51.63156895,-0.17383056888432036
Veeve House Dyne Road Kilburn,,,,[],['None'],[],,,69.0,3.0,85.0,"22 Dyne Road Wembley, London NW6 7XE England",[],London,{},[],,
Veeve Westminster Wonder,,,,[],['None'],[],,,95.0,45.0,96.0,"Gayfere Street, London England",[],London,{},[],51.4962011,-0.1276141
PickThePlace Sussex Gardens Apartments,,,,[],['None'],[],,,164.0,24.0,100.0,"Cambridge Court Sussex Gardens, London W2 1EU England",[],London,{},[],51.518339000000005,-0.16809360198903428
The Piccadilly London West End,,,,[],['None'],[],,,1165.0,406.0,100.0,"65-73 Shaftesbury Avenue, London W1D 6EX England",[],London,{},[],51.51221865,-0.13184740140949425
Belle Cour Russell Square Hotel,,,,[],['None'],[],5389.0,Agoda.com,,,,,[],London,{},[],44.933143,7.540121000000001
Hostel Houses II,,,,[],['None'],[],,,12.0,4.0,56.0,"19 Second Avenue Ealing, London W3 7RX England",[],London,{},[],51.507021200000004,-0.2478745
Veeve Cobbled Courtyard,,,,[],['None'],[],,,37.0,9.0,90.0,"Maida Vale, London England",[],London,{},[],51.527592,-0.19059160000000003
Tavistock Place Apartments,,,,[],['None'],[],,,148.0,63.0,100.0,"2 Tavistock Place, London WC1H 9RA England",[],London,{},[],51.52475200000001,-0.1273158186180763
Star Yard by Merino Hospitality,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
275 Studios,,,,[],['None'],[],,,62.0,14.0,94.0,"275 Old Brompton Road, London SW5 9JA England",[],London,{},[],51.4887062,-0.1920703
Pointer House,,,,[],['None'],[],,,,,,"44 Pointer Close, London SE28 8PW England",[],London,{},[],51.509784,0.125046
Acorn - Bedford Place Apartments,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Arthur Tattersall House,,,,"['Wifi', 'Shared bathroom', 'Shared kitchen', 'First aid kit', 'Self-serve laundry', 'Washing machine', 'Desk', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Electric kettle', 'Kitchenware']",['None'],[],,,263.0,57.0,100.0,"115-131 Gower Street, London WC1E 6AP England",[],London,{},[],51.52340675,-0.13394905775188712
Casa Westbourne,,,,[],['None'],[],,,154.0,29.0,100.0,"1 Westbourne Crescent, London W2 3DB England",[],London,{},[],51.5133961,-0.17657665046836474
Roomspace Serviced Apartments -La Roka,,,,[],['None'],[],,,58.0,11.0,58.0,"114 Barking Road, London E16 1EN England",[],London,{},[],51.51703415,0.011394511926962116
AirHotels Experience in Maida & Notting Hill,,,,[],['None'],[],,,101.0,24.0,100.0,"Villas Notting Hill 52C Leamington Road Villas, London W11 1HT England",[],London,{},[],,
Victorian Terraced Apartments,,,,[],['None'],[],,,32.0,2.0,64.0,"17 Badsworth Road, London SE5 0JY England",[],London,{},[],51.476445399999996,-0.0972783
Kingswood Apartment,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Kings Cross - Concept London,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
North London Cottage,,,,[],['None'],[],,,28.0,0.0,48.0,"58 Hendon Way, London NW2 2NR England",[],London,{},[],51.5616465,-0.2035892
Amazing Room For Two or Three,,,,[],['None'],[],,,218.0,32.0,80.0,"57 Spring Gardens, London N5 2DT England",[],London,{},[],51.50675089999999,-0.12799000000000002
Sleeps 4 Luxury Studios Baker Street,,,,"['Washing machine', 'Iron', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenware', 'Flatscreen TV', 'Complimentary toiletries']",['English'],[],17008.0,Trip.com,74.0,13.0,94.0,"1 Park Road 2nd Floor, Westminster Borough, London NW1 6XN England",[],London,{},[],,
Veeve House In Hampstead,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Buckingham Palace B&B,,,,[],['None'],[],,,33.0,9.0,84.0,"4A Sutherland Street, London SW1V 4LB England",[],London,{},[],51.4885532,-0.1454336
The Gibson,,,,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Shared bathroom', 'Desk', 'Clothes rack', 'Iron', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']",['None'],[],,,62.0,12.0,76.0,"6 Gibson Close, London E1 4JT England",[],London,{},[],51.524382700000004,-0.049701999999999996
My Apartments Olympia,,,,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Non-smoking hotel', 'Family rooms']",['None'],[],,,47.0,9.0,91.0,"25 Holland Road, London W14 8HJ England",[],London,{},[],51.4974927,-0.20733579999999996
Rose Guesthouse,,,,"['Free parking', 'Free High Speed Internet (WiFi)', 'Wifi', 'Non-smoking hotel', 'Kitchenette', 'Microwave', 'Refrigerator', 'Non-smoking rooms', 'Suites', 'Family rooms']",['None'],[],,,,,,"3421 Bm, London WC1N 3XX England",[],London,{},[],,
Cygnet House Serviced Apartments,,,,[],['None'],[],,,53.0,5.0,96.0,"Cygnet House Woodland Crescent, London SE10 9UF England",[],London,{},[],,
Modern Rooms And Studio in Westminster,,,,[],['None'],[],,,132.0,26.0,100.0,"33 Medway Street, London SW1P 2BE England",[],London,{},[],51.4953928,-0.1318757
Spacious Double Room in Euston/Camden,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Tooley Street Apartments,,,,[],['None'],[],,,187.0,51.0,100.0,"116 Tooley Street, London SE1 2JP England",[],London,{},[],51.5041166,-0.0820398
20 Etchingham Road,,,,[],['None'],[],,,71.0,12.0,66.0,"20 Etchingham Road, London E15 2DF England",[],London,{},[],51.5538439,-0.006297731623648536
Bayswater Queensway Serviced Apartments,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Sidney Street,,,,[],['None'],[],,,73.0,10.0,88.0,"75 Sidney Street, London E1 2EU England",[],London,{},[],51.5171837,-0.05533304999999975
Primrose Hill Apartments,,,,[],['None'],[],,,168.0,39.0,100.0,"139 Kentish Town Road Camden Town, London NW1 8PB England",[],London,{},[],51.5448379,-0.1416338
Mayfair Luxury Homes,,,,[],['None'],[],,,186.0,52.0,100.0,"17 Dunraven Street, London W1K 7EG England",[],London,{},[],51.5126154,-0.15695768358843254
Italian Flat - Old Brompton,,,,[],['None'],[],,,92.0,6.0,100.0,"Flat - Old Brompton 162 Old Brompton Road, London SW5 0BA England",[],London,{},[],,
Modern Brand New Build Apartments London,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
London Luxury Villas,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Hyde Park Residences,,,,[],['None'],[],,,142.0,22.0,100.0,"Hyde Park Mansions 10 Cabbell Street, London NW1 5BA England",[],London,{},[],51.51924765,-0.16758390252230493
Edgware Road Apartments,,,,[],['None'],[],15558.0,Trip.com,46.0,2.0,61.0,"Bell Street, London NW1 5AW England",[],London,{},[],51.521179499999995,-0.1684827
Skyline Serviced Apartments - Greenwich,,,,[],['None'],[],,,53.0,5.0,87.0,"224A Trafalgar Road, London SE10 9ER England",[],London,{},[],51.4828917,-0.0029753
Hallsville Guest House,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
BE:Covent Garden Apartments,,,,[],['None'],[],,,648.0,232.0,100.0,"39 Drury Lane, London WC2B 5RR England",[],London,{},[],51.51463645,-0.1223389640445466
Mirabilis Apartments,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Still Life St Paul's Executive,,,,[],['None'],[],,,381.0,75.0,100.0,"Hosier Lane, London EC1A 9LJ England",[],London,{},[],51.5177354,-0.1024954
Radnor,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
St George's Wharf,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Lonsdale Lodge,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Olema's Homestay,,,,[],['None'],[],,,69.0,2.0,41.0,"49 Sportsbank Street Catford, London SE6 2EY England",[],London,{},[],51.4440827,-0.0128733
Kensington International Inn,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Kensington Palace By Underground Station,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Luxury One Bed Archway,,,,[],['None'],[],5186.0,PremierInn.com,,,,,[],London,{},[],44.933143,7.540121000000001
Designer Central London Apartment,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
OYO Home Camden Town Studios,,,,[],['None'],[],,,,,,"86 Plender Street, London NW1 0JN England",[],London,{},[],51.5360223,-0.139188
Weymouth Mews,,,,[],['None'],[],,,227.0,57.0,100.0,"34A Weymouth Mews, London W1G 7EE England",[],London,{},[],51.5200885,-0.1466915
Stratford Rooms,,,,[],['None'],[],,,105.0,17.0,66.0,"3 Church Street, London E15 3HU England",[],London,{},[],51.53633095,0.00720068353630034
House 50 Apartments,,,,[],['None'],[],,,72.0,36.0,96.0,"50 Lower Sloane Street, London SW1W 8BP England",[],London,{},[],51.490675700000004,-0.1573565
Hilltop Hotel,,,,[],['None'],[],,,100.0,38.0,100.0,"26 Pembridge Gardens, London W2 4DX England",[],London,{},[],51.51050535,-0.1969869287772243
Just Lodge,,,,[],['None'],[],4869.0,FindHotel,,,,"132 Church Manorway, London SE2 9LX England",[],London,{},[],51.493981299999994,0.1033395
Lancaster Gate Apartments,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
Armitage Notting Hill,,,,[],['None'],[],,,94.0,45.0,100.0,"94 Kensington Park Road, London W11 2PN England",[],London,{},[],51.51276285,-0.20303478759246424
Belvedere Royal Victoria Docks,,,,[],['None'],[],,,35.0,4.0,83.0,"18 Western Gateway, London E16 1BL England",[],London,{},[],51.508059700000004,0.017453299999999998
Brighter Properties,,,,[],['None'],[],,,20.0,6.0,83.0,"102 Blundell Street, London N7 9BL England",[],London,{},[],51.5439508,-0.12321800000000001
Gray's Inn Road,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
OYO Flagship 30370 Middlesex,,,,[],['None'],[],,,467.0,76.0,100.0,"131 Middlesex Street, London E1 7JF England",[],London,{},[],51.51798186227973,-0.0791263763631001
361 Queenstown Road,,,,[],['None'],[],,,47.0,5.0,73.0,"Lgf Flat 361 Queenstown Road, London SW8 4LH England",[],London,{},[],,
New City Lodge,,,,[],['None'],[],,,59.0,10.0,99.0,"Flat 1 125 Cannon Street Road, London E1 2LX England",[],London,{},[],,
The North End Road Residence,,,,[],['None'],[],,,135.0,7.0,98.0,"328 North End Road, London SW6 1NF England",[],London,{},[],51.4823147,-0.2003847056993488
Comfortable Rooms In A Private House In South West London,,,,[],['None'],[],,,,,,,[],London,{},[],44.933143,7.540121000000001
57 Breakspears Road,,,,[],['None'],[],,,50.0,6.0,49.0,"57 Breakspears Road, London SE4 1XR England",[],London,{},[],51.4660135,-0.028300400000000003
Hashtag Barbican,,,,[],['None'],[],,,319.0,55.0,100.0,"Therese House, 29-30 Glasshouse Yard, London England",[],London,{},[],51.52191225,-0.0981609103816468
OYO Flagship 30362 Middlesex,,,,[],['None'],[],,,476.0,76.0,100.0,"131 Middlesex Street, London E1 7JF England",[],London,{},[],51.51798186227973,-0.0791263763631001
OYO Flagship 30368 Old Nichol,,,,[],['None'],[],,,382.0,99.0,100.0,"Old Shoe Court 33 Old Nichol Street, London E2 7HR England",[],London,{},[],,
Vauxhall Bridge Apartments,,,,[],['None'],[],,,107.0,20.0,100.0,"110 Vauxhall Bridge Road, London SW1V 2RQ England",[],London,{},[],51.49178765,-0.1355484294693193
Britannia Apartments,,,,[],['None'],[],,,183.0,50.0,100.0,"Bermondsey Street, London SE1 3UD England",[],London,{},[],51.5022253,-0.08243400000000001
Granby Street,,,,[],['None'],[],,,199.0,59.0,100.0,"41 Granby Street, London E2 6DR England",[],London,{},[],51.5258411,-0.0679531
7 Balfe Street Oyo Hotel,,,,[],['None'],[],,,189.0,42.0,100.0,"7A Balfe Street, London N1 9EB England",[],London,{},[],51.53290560000001,-0.12081389999999999
OYO Flagship 30365 Mitcham Rd Tooting Hotel,,,,[],['None'],[],,,121.0,6.0,60.0,"62 Mitcham Road, London SW17 9NA England",[],London,{},[],51.4272753,-0.1668925
OYO Flagship 30373 Woodville,,,,[],['None'],[],,,54.0,11.0,91.0,"9 Woodville Road, London W5 2SE England",[],London,{},[],51.4011929,-0.2011412000000033
43Chicksand Guest Apartment,,,,[],['None'],[],,,318.0,51.0,100.0,"43 Chicksand Street, London E1 5LH England",[],London,{},[],51.5187625,-0.06838839999999999
Covent Garden Suites,1.0,7.0,568.0,[],['None'],[],7300.0,Booking.com,1139.0,404.0,100.0,"3 Upper St Martins Lane Flat 7, Meridian Place, London WC2H 9NY England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],,
Rock Residence,1.0,9.0,,[],['None'],[],,,489.0,78.0,100.0,"8 Puma Court Tower Hamlets, London E1 6QG England","['Location', 'Cleanliness', 'Service', 'Value']",London,{},[],51.5195372,-0.07374891930232523
Stay Inn Farringdon,1.5,8.0,,[],['None'],[],10895.0,Booking.com,321.0,96.0,100.0,"57A Saint John Street, London EC1M 4AN England","['Location', 'Service', 'Value']",London,{},[],,
The Soho Mandeville,1.0,7.0,,"['Bar / lounge', 'Children Activities (Kid / Family Friendly)']",['None'],[],,,1164.0,402.0,100.0,"Rupert Street, London W1D 7PG England","['Cleanliness', 'Service', 'Value']",London,{},[],,
Rooms At 5 Hammersmith Road,1.0,7.0,,[],['None'],[],,,46.0,10.0,91.0,"5 Hammersmith Road, London W14 8XJ England","['Location', 'Service', 'Value']",London,{},[],51.495861600000005,-0.20830279999999998
Stay Inn London,1.0,4.0,,[],['None'],[],,,99.0,8.0,66.0,"156A Forest Road, London E17 6JQ England","['Location', 'Service', 'Value']",London,{},[],51.587703600000005,-0.035238599999999995
Tower Hill Apartments,1.0,6.0,,[],['None'],[],,,129.0,32.0,100.0,"Hooper Street, London E1 8GD England","['Location', 'Service', 'Value']",London,{},[],51.512165100000004,-0.0684976
Homtel Vauxhall London,1.0,6.0,,[],['None'],[],,,59.0,9.0,88.0,"Palm House 70 Sancroft Street, London SE11 5AH England","['Location', 'Service']",London,{},[],,
35 Swinton Street,1.0,6.0,,[],['None'],[],,,131.0,25.0,100.0,"35 Swinton Street Camden, London WC1X 9NT England","['Location', 'Service']",London,{},[],51.5288321,-0.11854489999999998
Byron Inn,1.0,6.0,537.0,['Children Activities (Kid / Family Friendly)'],['None'],[],,,66.0,7.0,72.0,"102 Byron Avenue Newham, London E12 6NG England","['Location', 'Service', 'Value']",London,{},[],51.542883700000004,0.0530908
Valet Apartments Kensington Gardens,1.0,5.0,,[],['None'],[],,,168.0,13.0,100.0,"84 Kensington Gardens Square, London W2 4DJ England","['Service', 'Value']",London,{},[],51.51382955,-0.18937464525511288
